\usepackage{ulem}date,isin,ticker,name,open,high,low,close,volume
2021-05-03,XX0000000671,AMER,American Express,171.1045,174.2595,170.931,172.2252,12887369
2021-05-04,XX0000000671,AMER,American Express,172.0411,182.0777,171.9413,180.607,18323525
2021-05-05,XX0000000671,AMER,American Express,179.5324,181.7268,177.282,177.3443,15600802
2021-05-06,XX0000000671,AMER,American Express,178.6706,184.7738,175.2347,183.2147,17249632
2021-05-07,XX0000000671,AMER,American Express,182.9812,184.4706,178.3096,180.9848,27287301
2021-05-10,XX0000000671,AMER,American Express,180.5472,190.5555,179.2099,188.3282,11820949
2021-05-11,XX0000000671,AMER,American Express,188.5706,196.7485,188.2488,195.6624,16628666
2021-05-12,XX0000000671,AMER,American Express,195.9973,204.1808,194.4591,202.5652,26626987
2021-05-13,XX0000000671,AMER,American Express,200.9365,203.914,190.7853,192.2565,19974276
2021-05-14,XX0000000671,AMER,American Express,192.1315,193.1729,186.1634,189.3536,12249825
2021-05-17,XX0000000671,AMER,American Express,189.3435,189.9173,187.2265,187.7132,23169491
2021-05-18,XX0000000671,AMER,American Express,187.2698,189.3843,184.2747,187.2846,18263581
2021-05-19,XX0000000671,AMER,American Express,187.7092,187.7714,183.1139,183.6527,23507682
2021-05-20,XX0000000671,AMER,American Express,182.9249,183.6392,181.7187,183.5413,12159100
2021-05-21,XX0000000671,AMER,American Express,184.0749,190.7563,178.8824,186.5253,23972931
2021-05-24,XX0000000671,AMER,American Express,186.751,186.7913,182.92,183.4343,17681925
2021-05-25,XX0000000671,AMER,American Express,183.8978,190.892,183.4315,190.5656,9476907
2021-05-26,XX0000000671,AMER,American Express,189.6844,196.3287,188.3199,194.694,22111345
2021-05-27,XX0000000671,AMER,American Express,194.8473,197.541,186.9922,188.348,17102046
2021-05-28,XX0000000671,AMER,American Express,188.9046,192.0714,186.2933,190.6629,20010921
2021-05-31,XX0000000671,AMER,American Express,190.4103,192.1311,186.8085,191.8104,16046375
2021-06-01,XX0000000671,AMER,American Express,191.3973,191.6114,189.8962,190.2829,17633967
2021-06-02,XX0000000671,AMER,American Express,189.4216,191.1211,188.4363,189.2243,24502099
2021-06-03,XX0000000671,AMER,American Express,189.9437,190.7727,187.5488,188.8857,24765625
2021-06-04,XX0000000671,AMER,American Express,188.63,195.7158,186.1897,192.7947,17659547
2021-06-07,XX0000000671,AMER,American Express,193.0486,195.3867,186.4678,188.043,20396775
2021-06-08,XX0000000671,AMER,American Express,187.5627,190.372,177.8221,180.9354,18043662
2021-06-09,XX0000000671,AMER,American Express,181.463,183.8508,181.4488,183.1397,13647754
2021-06-10,XX0000000671,AMER,American Express,183.7067,205.1528,182.6515,200.2664,18780954
2021-06-11,XX0000000671,AMER,American Express,200.3268,201.3617,197.9753,200.0213,12499763
2021-06-14,XX0000000671,AMER,American Express,200.206,204.8933,199.1955,199.9766,21444229
2021-06-15,XX0000000671,AMER,American Express,199.0385,205.5842,196.9804,203.6662,13839178
2021-06-16,XX0000000671,AMER,American Express,204.0398,205.6696,196.9155,199.0274,16547264
2021-06-17,XX0000000671,AMER,American Express,199.2973,208.3642,198.2198,206.6591,13687858
2021-06-18,XX0000000671,AMER,American Express,206.0466,211.1532,205.5009,209.1681,19591819
2021-06-21,XX0000000671,AMER,American Express,209.2355,210.1768,206.614,208.3617,22595318
2021-06-22,XX0000000671,AMER,American Express,208.0979,208.7342,203.1789,203.956,18352827
2021-06-23,XX0000000671,AMER,American Express,203.2101,203.7995,201.742,202.3894,21429611
2021-06-24,XX0000000671,AMER,American Express,200.7467,203.6121,199.6209,201.0213,27134565
2021-06-25,XX0000000671,AMER,American Express,201.0192,210.3689,200.9448,210.075,16482429
2021-06-28,XX0000000671,AMER,American Express,210.8819,213.2613,206.6994,206.7088,20332954
2021-06-29,XX0000000671,AMER,American Express,205.8286,205.8337,202.0847,204.1004,16158989
2021-06-30,XX0000000671,AMER,American Express,202.7189,206.1413,202.3637,202.5579,19731315
2021-07-01,XX0000000671,AMER,American Express,200.9494,205.6825,198.8193,203.0531,10799158
2021-07-02,XX0000000671,AMER,American Express,203.0401,209.0756,201.3663,208.7946,22811636
2021-07-05,XX0000000671,AMER,American Express,209.699,214.793,207.3613,214.1553,9479145
2021-07-06,XX0000000671,AMER,American Express,213.65,219.0394,211.9848,215.408,26583094
2021-07-07,XX0000000671,AMER,American Express,217.8742,219.6792,216.4056,219.1399,26937182
2021-07-08,XX0000000671,AMER,American Express,219.0151,220.0284,201.3207,202.4521,17404963
2021-07-09,XX0000000671,AMER,American Express,204.0203,209.1936,200.0083,208.5879,15167405
2021-07-12,XX0000000671,AMER,American Express,207.0263,208.7024,204.6492,206.0729,14796056
2021-07-13,XX0000000671,AMER,American Express,208.3998,212.4776,204.0305,205.1724,23528403
2021-07-14,XX0000000671,AMER,American Express,205.308,208.6454,204.1646,207.4207,12643180
2021-07-15,XX0000000671,AMER,American Express,206.3996,214.7735,206.2976,214.3434,16485077
2021-07-16,XX0000000671,AMER,American Express,215.0826,219.4236,207.6221,210.7306,19278887
2021-07-19,XX0000000671,AMER,American Express,211.8961,213.073,206.3477,211.6168,12014365
2021-07-20,XX0000000671,AMER,American Express,212.0421,212.509,207.0529,211.7244,14937006
2021-07-21,XX0000000671,AMER,American Express,211.5255,212.301,202.4538,204.5473,11571814
2021-07-22,XX0000000671,AMER,American Express,205.1776,208.624,185.5235,189.5425,16909267
2021-07-23,XX0000000671,AMER,American Express,188.5605,194.4039,185.4569,190.853,16814575
2021-07-26,XX0000000671,AMER,American Express,191.992,199.6507,189.8581,198.7745,19135715
2021-07-27,XX0000000671,AMER,American Express,198.7169,205.0782,197.4571,204.3531,12215430
2021-07-28,XX0000000671,AMER,American Express,203.6644,204.7982,201.361,204.7622,17585515
2021-07-29,XX0000000671,AMER,American Express,207.4036,209.0763,199.8209,201.2547,16952152
2021-07-30,XX0000000671,AMER,American Express,202.7016,208.9662,197.9401,207.5071,14921614
2021-08-02,XX0000000671,AMER,American Express,204.9957,205.0656,201.6499,204.2246,20201390
2021-08-03,XX0000000671,AMER,American Express,204.4707,205.0198,200.4175,202.1979,20805929
2021-08-04,XX0000000671,AMER,American Express,202.5289,203.4431,201.6525,203.3154,15338366
2021-08-05,XX0000000671,AMER,American Express,203.2864,209.2958,198.1001,200.4569,21518071
2021-08-06,XX0000000671,AMER,American Express,200.0958,201.7315,192.4985,194.602,18727352
2021-08-09,XX0000000671,AMER,American Express,195.818,199.712,194.7611,196.958,28448445
2021-08-10,XX0000000671,AMER,American Express,197.4217,202.5426,197.3331,201.6391,27753723
2021-08-11,XX0000000671,AMER,American Express,201.2856,204.5073,200.9456,202.3307,11893986
2021-08-12,XX0000000671,AMER,American Express,202.8694,206.7567,202.0693,203.885,11337912
2021-08-13,XX0000000671,AMER,American Express,203.8185,205.4263,198.467,204.7472,16260622
2021-08-16,XX0000000671,AMER,American Express,203.7681,207.3473,201.9341,207.1999,15719678
2021-08-17,XX0000000671,AMER,American Express,204.7352,204.8922,198.7218,199.6458,24277951
2021-08-18,XX0000000671,AMER,American Express,198.7662,200.7478,196.2621,197.0717,21003072
2021-08-19,XX0000000671,AMER,American Express,197.6288,199.1661,190.5651,191.7642,19673076
2021-08-20,XX0000000671,AMER,American Express,192.5455,198.5081,191.0616,197.8336,8464024
2021-08-23,XX0000000671,AMER,American Express,194.7705,205.4506,192.6494,205.2596,11290198
2021-08-24,XX0000000671,AMER,American Express,205.5886,207.493,203.3538,205.8241,17798632
2021-08-25,XX0000000671,AMER,American Express,205.7805,207.15,200.8433,201.2185,29581648
2021-08-26,XX0000000671,AMER,American Express,200.9627,203.5351,196.0154,196.8536,24367286
2021-08-27,XX0000000671,AMER,American Express,194.5679,199.3644,194.4481,197.0742,12372085
2021-08-30,XX0000000671,AMER,American Express,197.1866,197.2385,190.9227,192.8627,17377453
2021-08-31,XX0000000671,AMER,American Express,194.5749,199.4552,194.1069,196.0067,27984961
2021-09-01,XX0000000671,AMER,American Express,197.5338,197.5786,193.3061,194.5527,24112100
2021-09-02,XX0000000671,AMER,American Express,196.2261,198.4369,188.441,189.0406,18482073
2021-09-03,XX0000000671,AMER,American Express,190.2028,193.4492,185.3596,186.7661,17973970
2021-09-06,XX0000000671,AMER,American Express,185.933,190.6474,183.5686,189.0971,23293316
2021-09-07,XX0000000671,AMER,American Express,189.1778,194.8113,188.0642,192.1871,20002775
2021-09-08,XX0000000671,AMER,American Express,190.6046,193.9713,190.5438,193.3424,14297137
2021-09-09,XX0000000671,AMER,American Express,193.0938,195.0798,191.3438,194.7343,16409798
2021-09-10,XX0000000671,AMER,American Express,194.2302,195.5879,191.1804,195.2893,19085082
2021-09-13,XX0000000671,AMER,American Express,194.1127,207.5758,192.0349,206.1953,16279245
2021-09-14,XX0000000671,AMER,American Express,207.3458,208.9993,205.5521,205.7646,26186179
2021-09-15,XX0000000671,AMER,American Express,206.4202,207.1043,198.781,200.9937,14243655
2021-09-16,XX0000000671,AMER,American Express,202.4265,206.2847,198.8535,202.84,23094995
2021-09-17,XX0000000671,AMER,American Express,204.3836,206.3208,201.0569,205.5049,14361746
2021-09-20,XX0000000671,AMER,American Express,207.604,210.1256,204.1515,206.1882,23415925
2021-09-21,XX0000000671,AMER,American Express,204.7423,208.893,204.7197,208.1227,12046098
2021-09-22,XX0000000671,AMER,American Express,208.41,216.3366,206.8341,213.3763,19900279
2021-09-23,XX0000000671,AMER,American Express,214.4196,216.4475,203.4055,206.6167,11149172
2021-09-24,XX0000000671,AMER,American Express,206.0243,207.8966,197.8281,199.8752,16096114
2021-09-27,XX0000000671,AMER,American Express,200.0667,202.4562,198.2085,200.7441,15654562
2021-09-28,XX0000000671,AMER,American Express,200.1853,208.0705,199.649,204.3223,12936419
2021-09-29,XX0000000671,AMER,American Express,204.4896,205.212,202.5752,203.7815,20472546
2021-09-30,XX0000000671,AMER,American Express,205.2662,210.8058,202.8917,208.6435,13559455
2021-10-01,XX0000000671,AMER,American Express,206.7247,210.8771,205.1066,209.6554,23187986
2021-10-04,XX0000000671,AMER,American Express,209.0365,217.471,208.0729,213.7911,16414151
2021-10-05,XX0000000671,AMER,American Express,213.622,215.6315,205.8107,208.1226,14636973
2021-10-06,XX0000000671,AMER,American Express,206.8816,211.5665,206.8713,210.7273,15107454
2021-10-07,XX0000000671,AMER,American Express,210.4799,211.4168,195.9657,201.2718,8840553
2021-10-08,XX0000000671,AMER,American Express,201.0876,202.4545,198.7596,202.1418,21366111
2021-10-11,XX0000000671,AMER,American Express,202.9649,205.322,199.7511,205.1394,13767354
2021-10-12,XX0000000671,AMER,American Express,205.8572,209.3489,200.0617,201.2685,16647852
2021-10-13,XX0000000671,AMER,American Express,200.3085,211.2539,198.9927,210.2947,28024195
2021-10-14,XX0000000671,AMER,American Express,210.9338,213.3489,206.8956,211.0823,22817581
2021-10-15,XX0000000671,AMER,American Express,211.489,214.2562,200.7443,200.8467,21757204
2021-10-18,XX0000000671,AMER,American Express,200.2445,204.305,198.6322,202.0747,21615664
2021-10-19,XX0000000671,AMER,American Express,202.8433,205.222,195.4088,198.1344,15260180
2021-10-20,XX0000000671,AMER,American Express,197.02,203.6215,195.5259,203.6209,14574504
2021-10-21,XX0000000671,AMER,American Express,203.7977,218.3522,200.5854,215.3987,22665575
2021-10-22,XX0000000671,AMER,American Express,215.1126,221.2098,213.8577,220.3106,15503334
2021-10-25,XX0000000671,AMER,American Express,221.009,235.5294,220.1914,235.1666,28385795
2021-10-26,XX0000000671,AMER,American Express,235.2532,245.834,234.3949,243.2769,13020727
2021-10-27,XX0000000671,AMER,American Express,242.0112,251.0871,240.4897,247.4392,17369607
2021-10-28,XX0000000671,AMER,American Express,246.6119,256.939,246.6097,254.2639,17668612
2021-10-29,XX0000000671,AMER,American Express,251.9729,267.057,247.7331,264.9244,32744579
2021-11-01,XX0000000671,AMER,American Express,265.3841,267.0735,260.1213,261.474,15720850
2021-11-02,XX0000000671,AMER,American Express,262.2022,263.4711,259.5804,260.9646,22977281
2021-11-03,XX0000000671,AMER,American Express,259.7283,260.9519,257.87,259.7479,22516308
2021-11-04,XX0000000671,AMER,American Express,258.4321,263.6331,256.9778,261.6808,17953248
2021-11-05,XX0000000671,AMER,American Express,261.8562,270.3442,260.3365,268.6354,18125549
2021-11-08,XX0000000671,AMER,American Express,269.4333,274.485,266.6873,273.5941,16780269
2021-11-09,XX0000000671,AMER,American Express,272.3309,280.0847,271.1944,279.0674,17543708
2021-11-10,XX0000000671,AMER,American Express,279.0366,286.7923,278.7832,285.4776,17663188
2021-11-11,XX0000000671,AMER,American Express,287.3764,287.4091,281.6291,284.3825,20461906
2021-11-12,XX0000000671,AMER,American Express,285.8955,296.7752,283.9263,295.1216,10097384
2021-11-15,XX0000000671,AMER,American Express,294.9079,299.2007,291.3726,296.3663,11450908
2021-11-16,XX0000000671,AMER,American Express,296.9227,299.225,283.9367,289.1105,24425690
2021-11-17,XX0000000671,AMER,American Express,286.0221,289.3487,281.5262,285.133,14938093
2021-11-18,XX0000000671,AMER,American Express,283.7812,288.1041,279.532,285.2137,14237691
2021-11-19,XX0000000671,AMER,American Express,284.592,289.6871,283.0487,285.2394,19068614
2021-11-22,XX0000000671,AMER,American Express,285.1548,289.6403,276.0293,283.2375,25106472
2021-11-23,XX0000000671,AMER,American Express,282.87,287.3826,282.323,286.7122,31603892
2021-11-24,XX0000000671,AMER,American Express,288.9885,291.3331,288.4956,289.7601,16590168
2021-11-25,XX0000000671,AMER,American Express,290.1477,293.4426,288.6222,289.5698,19079697
2021-11-26,XX0000000671,AMER,American Express,291.2993,300.8589,284.2916,299.6915,14683321
2021-11-29,XX0000000671,AMER,American Express,298.5934,316.6576,298.3373,316.6194,17700646
2021-11-30,XX0000000671,AMER,American Express,316.9814,319.0252,309.0769,309.6291,18437140
2021-12-01,XX0000000671,AMER,American Express,308.7937,313.6034,297.6193,304.6037,21601352
2021-12-02,XX0000000671,AMER,American Express,303.5184,321.2426,303.1731,319.3578,26541453
2021-12-03,XX0000000671,AMER,American Express,319.4327,323.8394,318.613,318.9478,21053811
2021-12-06,XX0000000671,AMER,American Express,318.0716,330.0347,314.2243,328.9176,25198226
2021-12-07,XX0000000671,AMER,American Express,333.0704,333.8663,326.6407,327.3878,18670977
2021-12-08,XX0000000671,AMER,American Express,327.6466,329.2116,312.1679,314.7104,17233795
2021-12-09,XX0000000671,AMER,American Express,313.3805,321.3356,311.0399,320.0869,18823085
2021-12-10,XX0000000671,AMER,American Express,318.0492,328.4574,317.7641,324.5616,15817159
2021-12-13,XX0000000671,AMER,American Express,322.9012,327.4762,318.5034,327.0069,32589270
2021-12-14,XX0000000671,AMER,American Express,327.835,337.2059,319.8108,331.6555,16098564
2021-12-15,XX0000000671,AMER,American Express,332.3248,345.8479,328.2458,343.4561,17877448
2021-12-16,XX0000000671,AMER,American Express,345.5498,349.1268,339.905,340.0526,17282172
2021-12-17,XX0000000671,AMER,American Express,340.5243,348.2979,334.5905,343.7019,25941449
2021-12-20,XX0000000671,AMER,American Express,344.7711,348.713,337.345,342.8557,21809707
2021-12-21,XX0000000671,AMER,American Express,342.2558,353.025,335.0324,344.0223,12776395
2021-12-22,XX0000000671,AMER,American Express,339.8947,347.2604,339.0082,346.3498,16103639
2021-12-23,XX0000000671,AMER,American Express,344.9765,354.3721,344.112,348.57,20734654
2021-12-24,XX0000000671,AMER,American Express,349.9811,362.1874,348.9657,359.0688,22488446
2021-12-27,XX0000000671,AMER,American Express,359.0396,365.1655,355.0799,364.1928,13212880
2021-12-28,XX0000000671,AMER,American Express,365.9413,369.9778,360.7459,368.4288,30302857
2021-12-29,XX0000000671,AMER,American Express,367.1211,371.5532,356.2256,363.173,28228853
2021-12-30,XX0000000671,AMER,American Express,365.6327,375.6066,353.827,359.349,16376727
2021-12-31,XX0000000671,AMER,American Express,358.358,363.8894,354.0589,356.4738,10424006
2021-01-01,XX0000000788,AMGE,Amgen,293.3014,299.7414,292.9347,295.0254,19496191
2021-01-04,XX0000000788,AMGE,Amgen,294.8288,297.3899,291.7919,292.7089,35677882
2021-01-05,XX0000000788,AMGE,Amgen,293.9557,295.5157,287.0897,287.6869,34832814
2021-01-06,XX0000000788,AMGE,Amgen,287.7125,288.657,279.8114,284.5553,13738288
2021-01-07,XX0000000788,AMGE,Amgen,284.5311,289.0748,276.695,277.6497,20737060
2021-01-08,XX0000000788,AMGE,Amgen,278.8938,281.2206,273.9628,274.4897,27486573
2021-01-11,XX0000000788,AMGE,Amgen,276.0602,276.3682,268.8082,271.0713,25543298
2021-01-12,XX0000000788,AMGE,Amgen,270.1016,278.0073,269.9046,276.8247,21874513
2021-01-13,XX0000000788,AMGE,Amgen,278.4006,280.2332,270.2213,273.9889,19961300
2021-01-14,XX0000000788,AMGE,Amgen,275.7868,277.7237,272.8922,273.5307,34577797
2021-01-15,XX0000000788,AMGE,Amgen,274.3076,275.8022,265.8805,271.0794,9749003
2021-01-18,XX0000000788,AMGE,Amgen,271.7316,272.7109,264.4049,268.7253,32267566
2021-01-19,XX0000000788,AMGE,Amgen,269.7773,271.1638,267.8288,270.5649,23858126
2021-01-20,XX0000000788,AMGE,Amgen,272.421,275.2905,268.0463,270.8769,20942439
2021-01-21,XX0000000788,AMGE,Amgen,270.7563,271.5261,265.1059,266.172,17265596
2021-01-22,XX0000000788,AMGE,Amgen,265.4536,265.6838,261.1731,261.6747,21044839
2021-01-25,XX0000000788,AMGE,Amgen,261.3429,268.493,257.2777,264.3077,14209394
2021-01-26,XX0000000788,AMGE,Amgen,268.08,268.6124,263.6922,265.0584,15176841
2021-01-27,XX0000000788,AMGE,Amgen,263.7403,274.3282,262.2502,272.5358,19924037
2021-01-28,XX0000000788,AMGE,Amgen,270.9209,271.2094,267.2654,268.9137,27129494
2021-01-29,XX0000000788,AMGE,Amgen,268.7722,272.6793,264.9674,270.2902,21460981
2021-02-01,XX0000000788,AMGE,Amgen,268.222,272.3636,257.4551,258.717,24361894
2021-02-02,XX0000000788,AMGE,Amgen,257.5982,260.2884,253.9666,259.011,25338479
2021-02-03,XX0000000788,AMGE,Amgen,259.4632,259.7864,253.4429,256.4069,22810362
2021-02-04,XX0000000788,AMGE,Amgen,256.5824,259.7138,250.4221,251.4145,21729584
2021-02-05,XX0000000788,AMGE,Amgen,249.6447,253.6188,248.6477,248.9835,20221016
2021-02-08,XX0000000788,AMGE,Amgen,247.0862,248.3481,246.673,247.5158,18282027
2021-02-09,XX0000000788,AMGE,Amgen,247.3988,253.3395,244.7375,252.1494,19464078
2021-02-10,XX0000000788,AMGE,Amgen,252.048,256.2448,251.446,254.9279,24286699
2021-02-11,XX0000000788,AMGE,Amgen,254.0447,256.7966,251.4531,255.263,13833302
2021-02-12,XX0000000788,AMGE,Amgen,256.8178,260.1564,256.3317,257.4946,24327327
2021-02-15,XX0000000788,AMGE,Amgen,258.7674,264.013,255.6011,258.7556,14454501
2021-02-16,XX0000000788,AMGE,Amgen,259.8393,262.3401,246.9155,247.245,32229306
2021-02-17,XX0000000788,AMGE,Amgen,247.9384,251.8233,245.9489,246.1484,19993400
2021-02-18,XX0000000788,AMGE,Amgen,246.4502,250.7183,242.0583,242.8282,37749008
2021-02-19,XX0000000788,AMGE,Amgen,243.8285,245.9153,240.4582,241.5448,25825532
2021-02-22,XX0000000788,AMGE,Amgen,239.68,239.8423,235.4029,236.956,44668482
2021-02-23,XX0000000788,AMGE,Amgen,237.0743,238.8641,229.6709,232.3933,16713646
2021-02-24,XX0000000788,AMGE,Amgen,230.9325,235.1797,229.1692,233.1945,29689339
2021-02-25,XX0000000788,AMGE,Amgen,233.5383,234.9092,231.5427,233.5766,28397519
2021-02-26,XX0000000788,AMGE,Amgen,232.9692,238.8993,230.3399,237.8497,23890993
2021-03-01,XX0000000788,AMGE,Amgen,239.6866,242.5112,234.5171,236.1522,19859067
2021-03-02,XX0000000788,AMGE,Amgen,237.5399,240.188,233.2735,235.7866,17652703
2021-03-03,XX0000000788,AMGE,Amgen,237.9373,239.7582,236.3188,236.4384,28372786
2021-03-04,XX0000000788,AMGE,Amgen,236.9907,239.9217,231.0963,232.6553,20386660
2021-03-05,XX0000000788,AMGE,Amgen,233.3415,234.1574,227.957,228.1344,14821234
2021-03-08,XX0000000788,AMGE,Amgen,226.5438,227.6065,223.9986,225.3738,19047263
2021-03-09,XX0000000788,AMGE,Amgen,225.202,227.5121,220.5308,223.3178,22761793
2021-03-10,XX0000000788,AMGE,Amgen,222.1917,225.2864,217.4758,218.7392,25547082
2021-03-11,XX0000000788,AMGE,Amgen,219.0681,221.7221,216.8345,221.7118,20805343
2021-03-12,XX0000000788,AMGE,Amgen,222.2317,225.0751,218.2711,221.9576,19562813
2021-03-15,XX0000000788,AMGE,Amgen,220.3859,223.1381,218.876,222.4793,51993698
2021-03-16,XX0000000788,AMGE,Amgen,223.9257,225.0553,218.3414,220.4247,26656799
2021-03-17,XX0000000788,AMGE,Amgen,220.7311,222.7967,217.1228,221.9091,25526228
2021-03-18,XX0000000788,AMGE,Amgen,222.0896,222.9172,216.186,217.421,22834484
2021-03-19,XX0000000788,AMGE,Amgen,214.8205,217.0025,213.34,214.7237,21457735
2021-03-22,XX0000000788,AMGE,Amgen,213.4714,216.821,207.5314,209.1737,16874824
2021-03-23,XX0000000788,AMGE,Amgen,210.027,210.5753,207.7091,210.0659,28792932
2021-03-24,XX0000000788,AMGE,Amgen,212.0881,214.5984,201.8039,206.2375,31619458
2021-03-25,XX0000000788,AMGE,Amgen,204.6788,210.2387,204.5394,207.766,38407146
2021-03-26,XX0000000788,AMGE,Amgen,209.3813,211.4591,207.789,208.9033,32771086
2021-03-29,XX0000000788,AMGE,Amgen,207.5816,211.1998,204.108,206.339,21390029
2021-03-30,XX0000000788,AMGE,Amgen,206.9728,207.4845,205.2631,206.6617,37362418
2021-03-31,XX0000000788,AMGE,Amgen,207.523,210.7093,204.7142,210.3313,25997739
2021-04-01,XX0000000788,AMGE,Amgen,211.5362,215.0171,208.473,208.7687,30228506
2021-04-02,XX0000000788,AMGE,Amgen,210.3085,213.2476,209.5385,209.9927,27895911
2021-04-05,XX0000000788,AMGE,Amgen,209.3683,213.9691,209.1829,213.2015,18717864
2021-04-06,XX0000000788,AMGE,Amgen,213.1647,213.3543,210.2478,212.66,14075839
2021-04-07,XX0000000788,AMGE,Amgen,213.2657,213.3799,209.7899,209.9747,20966880
2021-04-08,XX0000000788,AMGE,Amgen,207.9834,210.9918,207.9534,208.6332,23778378
2021-04-09,XX0000000788,AMGE,Amgen,209.5474,210.1605,205.0775,205.7646,18587146
2021-04-12,XX0000000788,AMGE,Amgen,206.1267,206.3097,202.8739,204.8749,28883727
2021-04-13,XX0000000788,AMGE,Amgen,204.7147,207.1432,204.0417,205.1504,12995366
2021-04-14,XX0000000788,AMGE,Amgen,205.946,211.2708,201.0486,203.0937,17460495
2021-04-15,XX0000000788,AMGE,Amgen,204.424,205.6823,200.9035,202.8298,38199745
2021-04-16,XX0000000788,AMGE,Amgen,201.6185,205.6825,201.4143,203.2828,26046088
2021-04-19,XX0000000788,AMGE,Amgen,203.2867,208.1281,202.7211,205.2245,12142936
2021-04-20,XX0000000788,AMGE,Amgen,203.9838,205.4785,199.0026,203.082,21933975
2021-04-21,XX0000000788,AMGE,Amgen,202.9403,207.0368,201.4218,201.5989,27997400
2021-04-22,XX0000000788,AMGE,Amgen,201.4615,202.8747,197.4457,198.0284,34100782
2021-04-23,XX0000000788,AMGE,Amgen,197.9091,198.1666,197.7222,197.8898,17355823
2021-04-26,XX0000000788,AMGE,Amgen,198.1721,199.0164,196.3314,197.1785,18996347
2021-04-27,XX0000000788,AMGE,Amgen,197.6642,200.3659,191.1438,192.7646,26034493
2021-04-28,XX0000000788,AMGE,Amgen,194.2114,197.268,192.8348,196.4985,19396248
2021-04-29,XX0000000788,AMGE,Amgen,195.7675,200.7181,195.0306,198.8027,29442331
2021-04-30,XX0000000788,AMGE,Amgen,197.6908,201.701,197.1956,198.6852,19609357
2021-05-03,XX0000000788,AMGE,Amgen,199.4115,199.6431,196.0249,196.465,28993825
2021-05-04,XX0000000788,AMGE,Amgen,197.0617,200.2396,192.9862,193.114,17810866
2021-05-05,XX0000000788,AMGE,Amgen,193.987,195.2488,191.6469,193.1798,47473336
2021-05-06,XX0000000788,AMGE,Amgen,194.0551,195.6811,193.2384,193.551,36471662
2021-05-07,XX0000000788,AMGE,Amgen,194.4083,197.384,188.9424,190.8109,15764990
2021-05-10,XX0000000788,AMGE,Amgen,189.8838,192.052,185.8403,188.9391,38464817
2021-05-11,XX0000000788,AMGE,Amgen,189.9577,190.6953,188.5087,189.8647,22608336
2021-05-12,XX0000000788,AMGE,Amgen,188.4932,189.2561,186.2473,189.1656,24261564
2021-05-13,XX0000000788,AMGE,Amgen,188.2424,188.9261,186.0337,188.7432,18553307
2021-05-14,XX0000000788,AMGE,Amgen,188.8667,189.5176,184.7874,188.2918,19582079
2021-05-17,XX0000000788,AMGE,Amgen,187.3199,188.2399,185.1021,185.7855,20976142
2021-05-18,XX0000000788,AMGE,Amgen,186.7051,188.2111,178.055,181.7049,23670451
2021-05-19,XX0000000788,AMGE,Amgen,180.7574,181.5982,177.9971,180.1177,19581744
2021-05-20,XX0000000788,AMGE,Amgen,181.1146,183.6447,175.7424,176.9352,23608487
2021-05-21,XX0000000788,AMGE,Amgen,178.7628,179.1168,172.0416,176.4377,22930919
2021-05-24,XX0000000788,AMGE,Amgen,176.9303,177.7785,174.7556,176.715,18898956
2021-05-25,XX0000000788,AMGE,Amgen,176.4965,178.2356,171.4979,173.5109,21378705
2021-05-26,XX0000000788,AMGE,Amgen,172.9471,173.3898,171.895,172.3941,16550454
2021-05-27,XX0000000788,AMGE,Amgen,174.4045,175.5124,171.984,173.3608,34491917
2021-05-28,XX0000000788,AMGE,Amgen,174.3782,175.2531,168.5211,168.673,13009281
2021-05-31,XX0000000788,AMGE,Amgen,168.7966,169.6095,164.1728,167.1022,28072328
2021-06-01,XX0000000788,AMGE,Amgen,166.0584,166.235,158.6708,162.1475,18403631
2021-06-02,XX0000000788,AMGE,Amgen,161.5788,162.4185,156.6872,157.9836,17353462
2021-06-03,XX0000000788,AMGE,Amgen,159.3481,160.3902,156.7749,158.6925,20235413
2021-06-04,XX0000000788,AMGE,Amgen,160.5015,162.1492,160.0216,162.05,24519050
2021-06-07,XX0000000788,AMGE,Amgen,163.1423,163.5735,157.231,160.5607,22782900
2021-06-08,XX0000000788,AMGE,Amgen,159.9319,161.5816,157.4504,158.0278,25233175
2021-06-09,XX0000000788,AMGE,Amgen,158.3836,161.2307,154.8686,157.2139,25058389
2021-06-10,XX0000000788,AMGE,Amgen,157.2553,158.846,156.4626,157.1291,32984151
2021-06-11,XX0000000788,AMGE,Amgen,157.7582,158.6291,155.4585,156.3827,29123562
2021-06-14,XX0000000788,AMGE,Amgen,157.3769,159.8138,154.291,156.4308,18306229
2021-06-15,XX0000000788,AMGE,Amgen,155.7386,158.4412,154.9349,157.2981,22041931
2021-06-16,XX0000000788,AMGE,Amgen,158.3981,162.6131,156.9451,161.8229,16674808
2021-06-17,XX0000000788,AMGE,Amgen,162.7044,164.2872,161.0838,162.9272,31366222
2021-06-18,XX0000000788,AMGE,Amgen,162.9737,164.5231,161.5622,162.6895,16286732
2021-06-21,XX0000000788,AMGE,Amgen,162.022,162.7347,158.0373,161.4463,23849269
2021-06-22,XX0000000788,AMGE,Amgen,160.794,161.7932,157.0877,159.4999,21780551
2021-06-23,XX0000000788,AMGE,Amgen,160.4797,163.1029,157.1267,158.1018,30385087
2021-06-24,XX0000000788,AMGE,Amgen,157.7733,157.8837,153.834,154.729,12407691
2021-06-25,XX0000000788,AMGE,Amgen,153.045,154.1599,152.2012,153.1367,22964941
